Platform,Skill Code,Skill Name,Certification Track,Lab Code,Lab Name,Proficiency Level,MLCV Lab Track Link,ECM link,Lab Audience Name,Difficulty of Usecase,Use Case  Title,Skill(s),Avg Time to Complete (mins),Learning Vault Link (SOP UseCase),Learning Vault Code,Completion Date
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685071&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Provision a MS SQL Database Instance in Azure,Azure Basics,50,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-353/Microsoft-Azure-Beginner-SOP---Provision-a-MS-SQL-Database-Instance-in-Azure.pdf,MLCV-2020-353,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685072&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Creating an Image from a Snapshot in Azure,Azure Images and Snapshots,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-589/Microsoft-Azure-Beginner-SOP---Creating-an-Image-from-a-Snapshot-in-Azure.pdf,MLCV-2020-589,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685076&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Host a web application with Azure App service,Azure webapp,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-1400/MLCV-2020-1400-Microsoft-Azure-Beginner-SOP--Host-a-Web-Application-with-Azure-App-Service.pdf,MLCV-2020-1400,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685077&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Configure Customer Managed Key for Azure Storage Account,"Azure Storage,Key vault",60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-778/MLCV-2020-778-Microsoft-Azure-Beginner-SOP--Configure-Customer-Managed-Key-for-Azure-Storage-Account.pdf,MLCV-2020-778,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685080&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Configuring Alerts for Azure SQL,Azure Alerts,75,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-318/Microsoft-Azure-Beginner-SOP---Configuring-Alerts-for-Azure-SQL.pdf,MLCV-2020-318,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_99414844&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Deploying a VM Using an ARM Template in Azure,Azure Automation,40,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-321/DevOps-SOP---Deploying-a-VM-using-an-ARM-Template-in-Azure.pdf,MLCV-2020-321,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685088&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Working with MongoDB,Azure DB,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2021-1738/MLCV-2021-1738-Microsoft-Azure-Beginner-SOP--Working-with-MongoDB.pdf,MLCV-2021-1738,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685089&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Adding a Network Interface to a VM in Azure,Azure Basics,70,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-356/Microsoft-Azure-Beginner-SOP---Adding-a-Network-Interface-to-a-VM-in-Azure.pdf,MLCV-2020-356,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685093&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Import JSON into Cosmos DB,Azure DB,70,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-362/Microsoft-Azure-Beginner-SOP---Import-JSON-into-Cosmos-DB.pdf,MLCV-2020-362,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685098&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Configuring CDN Endpoints in Microsoft Azure,Azure CDN,70,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-368/Microsoft-Azure-Beginner-SOP---Configuring-CDN-Endpoints-in-Microsoft-Azure.pdf,MLCV-2020-368,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685101&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Creating and Mounting Azure File Shares,Azure Basics,45,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-371/Microsoft-Azure-Beginner-SOP---Creating-and-Mounting-Azure-File-Shares.pdf,MLCV-2020-371,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685103&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Provisioning a Cosmos DB Instance in Azure,Azure Basics,50,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-374/Microsoft-Azure-Beginner-SOP---Provisioning-a-Cosmos-DB-Instance-in-Azure.pdf,MLCV-2020-374,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685105&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Provisioning a Gen 2 Azure Data Lake,Azure Basics,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-375/Microsoft-Azure-Beginner-SOP---Provisioning-a-Gen-2-Azure-Data-Lake.pdf,MLCV-2020-375,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685117&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Create a basic Azure Application Gateway,Azure Application Gateway,80,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-860/MLCV-2020-860-Microsoft-Azure-Beginner-SOP--Create-a-Basic-Azure-Application-Gateway.pdf,MLCV-2020-860,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685125&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Serve Files using Azure CDN,Azure Blob and Azure CDN,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-861/MLCV-2020-861-Microsoft-Azure-Beginner-SOP--Serve-your-Files-using-Azure-CDN.pdf,MLCV-2020-861,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685127&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Filter network traffic with a network security group in Azure,Azure VM and Azure VNet,90,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-862/MLCV-2020-862-Microsoft-Azure-Beginner-SOP--Filter-Network-Traffic-with-Network-Security-Group-in-Azure.pdf,MLCV-2020-862,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685130&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Create an Azure Cosmos DB built to scale,Azure DB,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-766/MLCV-2020-766-Microsoft-Azure-Intermediate-SOP--Create-an-Azure-Cosmos-DB-Built-to-Scale.pdf,MLCV-2020-766,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685132&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Creating your first Azure Autoscale Instance,Azure Autoscaling,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-587/Microsoft-Azure-Beginner-SOP---Creating-your-first-Azure-Autoscale-Instance.pdf,MLCV-2020-587,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685133&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Creating your first Azure Basic Load Balancer,Azure Load Balancing,100,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-588/Microsoft-Azure-Beginner-SOP---Creating-your-first-Azure-Basic-Load-Balancer.pdf,MLCV-2020-588,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685134&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Create a Blob using Azure Resource Manager Templates,Azure Blob and ARM,90,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-591/Microsoft-Azure-Beginner-SOP---Create-a-Blob-using-Azure-Resource-Manager-Templates.pdf,MLCV-2020-591,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685140&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Creating an Image of a Windows VM in Azure,Azure VM,70,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-611/Microsoft-Azure-Beginner-SOP---Creating-an-Image-of-a-Windows-VM-in-Azure.pdf,MLCV-2020-611,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685141&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Create an Azure Database for PostgreSQL Server,Azure DB,75,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-650/undefined.pdf,MLCV-2020-650,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685144&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Expanding Managed Disks in Azure Linux VM,Azure  VM,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-1066/MLCV-2020-1066-Microsoft-Azure-Beginner-SOP--Expanding-Managed-Disks-in-Azure-Linux-VM.pdf,MLCV-2020-1066,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685146&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Expanding Managed Disks in Azure Windows VM,Azure  VM,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-1067/MLCV-2020-1067-Microsoft-Azure-Beginner-SOP--Expanding-Managed-Disks-in-Azure-Windows-VM.pdf,MLCV-2020-1067,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685147&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Generalize the Windows VM using Sysprep,Azure VM,50,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-1237/MLCV-2020-1237-Microsoft-Azure-Beginner-SOP--Generalize-the-Windows-VM-using-Sysprep.pdf,MLCV-2020-1237,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98684871&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Deploy Wordpress using ARM in azure,Azure ARM,100,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-1239/MLCV-2020-1239-Microsoft-Azure-Beginner-SOP--Deploy-WordPress-using-ARM-in-Azure.pdf,MLCV-2020-1239,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685154&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Configure Application Insights Using Azure,Azure Monitor,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-307/Microsoft-Azure-Beginner-SOP---Configure-Application-Insights-Using-Azure.pdf,MLCV-2020-307,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685155&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Applying Tags to VMs in Azure Using PowerShell,Azure Basics,40,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-357/Microsoft-Azure-Beginner-SOP---Applying-Tags-to-VMs-in-Azure-Using-PowerShell.pdf,MLCV-2020-357,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685159&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Submitting a U-SQL Job to Azure Data Lake Analytics,Azure Data Lake Analytics,45,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-474/Microsoft-Azure-Beginner-SOP---Submitting-a-U-SQL-Job-to-Azure-Data-Lake-Analytics.pdf,MLCV-2020-474,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685162&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Create scheduled tasks with Azure Functions,Azure Functions,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-590/Microsoft-Azure-Beginner-SOP---Create-Scheduled-Tasks-with-Azure-Functions.pdf,MLCV-2020-590,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685164&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Analyzing IoT Data Using Azure Stream Analytics,Azure IoT Suite,75,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-848/MLCV-2020-848-Microsoft-Azure-Beginner-SOP--Analyzing-IoT-Data-Using-Azure-Stream-Analytics.pdf,MLCV-2020-848,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685168&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Create an Azure Web App,Azure Webapp,75,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-659/undefined.pdf,MLCV-2020-659,Week 2
