Platform,Skill Code,Skill Name,Certification Track,Lab Code,Lab Name,Proficiency Level,MLCV Lab Track Link,ECM link,Lab Audience Name,Difficulty of Usecase,Use Case  Title,Skill(s),Avg Time to Complete (mins),Learning Vault Link (SOP UseCase),Learning Vault Code,Completion Date
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_99414847&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Securing Storage With Access Keys and Shared Access Signatures in Microsoft Azure,Azure Storage,50,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-325/DevOps-SOP---Securing-Storage-with-Access-Keys-and-Shared-Access-Signatures-in-Microsoft-Azure.pdf,MLCV-2020-325,Week 2
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98684871&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Deploy WordPress Using ARM template,ARM template,45,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-927/MLCV-2020-927-Microsoft-Azure-Beginner-SOP--Develop-WordPress-using-ARM-Template.pdf,MLCV-2020-927,Week 3
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98684978&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Intro to Creating Azure Virtual Networks,Azure Basics,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-351/Microsoft-Azure-Beginner-SOP---Intro-to-Creating-Azure-Virtual-Networks.pdf,MLCV-2020-351,Week 3
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98684980&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Intro to Using Azure Blob Storage,Azure Basics,40,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-373/Microsoft-Azure-Beginner-SOP---Intro-to-Using-Azure-Blob-Storage.pdf,MLCV-2020-373,Week 3
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98684981&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,Create an Inbound Rule to Allow Remote Access from any IP Address,Azure Networking,70,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-592/Microsoft-Azure-Beginner-SOP---Create-an-Inbound-Rule-to-Allow-Remote-Access-from-any-IP-Address.pdf,MLCV-2020-592,Week 3
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98684983&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Beginner,PowerShell Byte Session,Powershell,75,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-652/undefined.pdf,MLCV-2020-652,Week 3
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685074&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Creating Indexes in MySQL in Azure,Azure Database,90,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-915/MLCV-2020-915-Microsoft-Azure-Intermediate-SOP--Creating-Indexes-in-MySQL-in-Azure.pdf,MLCV-2020-915,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685078&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Build and store container images with Azure Container Registry,Azure Containers,70,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-1282/MLCV-2020-1282-Microsoft-Azure-Intermediate-SOP--Build-and-Store-Container-Images-with-Azure-Container-Registry.pdf,MLCV-2020-1282,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685083&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Provision a MS SQL Data Warehouse Instance in Azure,Azure DB,90,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-322/Microsoft-Azure-Intermediate-SOP---Provision-a-MS-SQL-Data-Warehouse-Instance-in-Azure.pdf,MLCV-2020-322,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_99414846&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Securing a Virtual Network with Azure Firewall,Azure Virtual Network,75,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-324/DevOps-SOP---Securing-a-Virtual-Network-with-Azure-Firewall.pdf,MLCV-2020-324,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685085&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Configuration and Security of Azure Storage Accounts,Azure Storage,70,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-347/Microsoft-Azure-Intermediate-SOP---Configuration-and-Security-of-Azure-Storage-Accounts.pdf,MLCV-2020-347,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685087&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Enable Archiving with Azure Blob Storage,Azure Storage,70,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-349/Microsoft-Azure-Intermediate-SOP---Enable-Archiving-with-Azure-Blob-Storage.pdf,MLCV-2020-349,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685091&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Configuring an Azure VNet-to-VNet VPN Gateway,Azure network,100,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-359/Microsoft-Azure-Intermediate-SOP---Configuring-an-Azure-VNet-to-VNet-VPN-Gateway.pdf,MLCV-2020-359,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685094&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Utilizing AzCopy to Copy Files From On-Premises to Azure Storage Accounts,Azure azcopy utility,80,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-364/Microsoft-Azure-Intermediate-SOP---Utilizing-AzCopy-to-Copy-Files-From-On-Premises-to-Azure-Storage-Accounts.pdf,MLCV-2020-364,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685096&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Attaching a Custom Disk to an Existing VM in Microsoft Azure,Azure VM,75,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-366/Microsoft-Azure-Intermediate-SOP---Attaching-a-Custom-Disk-to-an-Existing-VM-in-Microsoft-Azure.pdf,MLCV-2020-366,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685097&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Configuring Azure Storage for Backups,Azure Storage,70,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-367/Microsoft-Azure-Intermediate-SOP---Configuring-Azure-Storage-for-Backups.pdf,MLCV-2020-367,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685099&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Creating an Azure Scale Set,Azure scaleset,75,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-370/Microsoft-Azure-Intermediate-SOP---Creating-an-Azure-Scale-Set.pdf,MLCV-2020-370,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685102&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Ensuring Compliance with Azure Policies,Azure Policy,70,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-372/Microsoft-Azure-Intermediate-SOP---Ensuring-Compliance-with-Azure-Policies.pdf,MLCV-2020-372,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685107&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Configure Accelerated Networking for an Azure VM,Azure network,120,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-388/Microsoft-Azure-Intermediate-SOP---Configure-Accelerated-Networking-for-an-Azure-VM.pdf,MLCV-2020-388,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685112&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Connect Azure Virtual Networks with VNet Peering,Azure Networking,80,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-391/Microsoft-Azure-Intermediate-SOP---Connect-Azure-Virtual-Networks-with-VNet-Peering.pdf,MLCV-2020-391,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685113&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Synchronize Files Across Servers with Azure File Sync,Azure File Storage,90,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-415/Microsoft-Azure-Intermediate-SOP---Synchronize-Files-Across-Servers-with-Azure-File-Sync.pdf,MLCV-2020-415,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685114&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Monitor and troubleshoot your end-to-end Azure network infrastructure by using network monitoring tools,Azure monitor,100,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-850/MLCV-2020-850-Microsoft-Azure-Beginner-SOP--Monitor-and-Troubleshoot-your-End-to-End-Azure-Network-Infrastructure-using-Network-Monitoring-To.pdf,MLCV-2020-850,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685115&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Use Azure CLI to Change VM Networking,"Azure networking,azure CLI",75,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-426/Microsoft-Azure-Intermediate-SOP---Use-Azure-CLI-to-Change-VM-Networking.pdf,MLCV-2020-426,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685116&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Control and organize Azure resources with Azure Resource Manager,Azure ARM,70,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-1412/MLCV-2020-1412-Microsoft-Azure-Intermediate-SOP--Control-and-Organize-Azure-Resources-with-Azure-Resource-Manager.pdf,MLCV-2020-1412,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685122&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Create a Load Balanced VM Scale Set in Azure,Azure scale set,120,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-491/Microsoft-Azure-Intermediate-SOP---Create-a-Load-Balanced-VM-Scale-Set-in-Azure.pdf,MLCV-2020-491,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685126&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Communicate between Applications with Azure Queue Storage,Azure Storage,90,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-765/MLCV-2020-765-Microsoft-Azure-Intermediate-SOP--Communicate-between-Applications-with-Azure-Queue-Storage.pdf,MLCV-2020-765,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685128&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Install IIS on an Azure Windows Server 2016 VM using Powershell,Microsoft VM,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-585/Microsoft-Azure-Intermediate-SOP---Install-IIS-on-an-Azure-Windows-Server-2016-VM-using-Powershell.pdf,MLCV-2020-585,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685131&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Installing Apache on an Ubuntu VM in Azure,Microsoft VM,60,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-586/Microsoft-Azure-Intermediate-SOP---Installing-Apache-on-an-Ubuntu-VM-in-Azure.pdf,MLCV-2020-586,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685137&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Store application data with Azure Blob storage,Azure Storage,80,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-856/MLCV-2020-856-Microsoft-Azure-Intermediate-SOP--Store-Application-Data-with-Azure-Blob-Storage.pdf,MLCV-2020-856,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685138&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Creating a Network Security Group with Inbound and Outbound Rules in Azure,Azure network,75,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-609/Microsoft-Azure-Intermediate-SOP---Creating-a-Network-Security-Group-with-Inbound-and-Outbound-Rules-in-Azure.pdf,MLCV-2020-609,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685139&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Creating an Image of a Linux VM in Azure,Azure VM,70,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-610/Microsoft-Azure-Beginner-SOP---Creating-an-Image-of-a-Linux-VM-in-Azure.pdf,MLCV-2020-610,
Microsoft Azure,19022,Azure Public Cloud Admin,Microsoft Certified Azure Administrator Associate,CTHCI101737,CCL - Azure Administrator - Associate - Hands-on Lab [201-INTERMEDIATE],Practitioner,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-523/CTHCI101737-CCL--Azure-Administrator--Associate--Hands-on-Lab-201-INTERMEDIATE-.xlsx,https://ecm.cognizant.com/cs/idcplg?IdcService=GET_FILE&RevisionSelectionMethod=Latest&dDocName=CTSECMIN_98685142&allowInterrupt=1&noSaveAs=1,Audience for CCL - Azure  LabUser,Intermediate,Creating and Configuring Network Load Balancer in Azure,Azure Load Balancing,120,https://cognizantonline.sharepoint.com/sites/Academy-cms/LS/MLCV-2020-930/MLCV-2020-930-Microsoft-Azure-Intermediate-SOP--Creating-and-Configuring-Network-Load-Balancer-in-Azure.pdf,MLCV-2020-930,
